merchant_description;mcc;city;country;amount;date
JET-TANKSTELLE;5541;KOENIGS WUSTE;DE;87.18;2025-10-03
EVERSPORTS* KADO ACADE;5734;WIEN;AT;107.49;2025-10-11
MC DONALDS;5814;PARIS;FR;76.39;2025-10-21
BOLT.EUD2512181936;5812;TALLINN;EE;182.04;2025-11-27
MCDONALD'S HERNING;5814;HERNING;DK;185.75;2025-10-10
FLIBCO BRUXELLES;4131;ZAVENTEM;BE;66.6;2026-01-28
AQUZCRYQRUZX#TISSEO.FR#VC;4111;TOULOUSE CEDE;FR;18.76;2026-03-02
BUDDHA & FAMILY S.R.O;5812;OLOMOUC 9;CZ;48.36;2025-12-13
SAS GANI;5411;NICE;FR;21.72;2025-12-02
SWEET MARKET;5411;AMMAN;JO;81.22;2026-03-24
4B9B4 ROI BASI;4899;DUBLIN 4;IE;31.05;2026-01-19
SKYSHOWTIME C00F2 STANDAR;4899;AMSTERDAM;NL;116.67;2025-11-14
GARTA VENDEGLO;5812;KAPUVAR;HU;89.53;2026-02-28
SKYSHOWTIME BE0DE STAN;4899;AMSTERDAM;NL;66.56;2026-03-03
WHYTES;5813;MEATH;IE;160.37;2026-01-15
DEKUJEME, ROHLIK.CZ;5399;PRAHA 8;CZ;20.24;2026-02-12
T54ELONCFVI8;4111;TOULOUSE CEDE;FR;194.33;2025-11-01
AMAZON UK* QS5UK7845;5399;LONDON;GB;37.61;2026-01-09
GOOGLE DEEZER;4899;LONDON;GB;151.05;2025-09-26
TV NOVA 8052009592;4899;PRAHA 5;CZ;170.93;2026-02-10
KAFE KNIZNICA;5813;SKALICA;SK;158.15;2026-02-12
HB USA HOLDINGS, INC.;5977;CULVER CITY;US;20.79;2026-03-15
CROSNES DISTRIB;5411;CRETEIL;FR;139.95;2025-11-29
DEKATLON BALGARIYA EOO;5941;1715, GR. S;BG;70.24;2026-01-25
O17600782413594189 APP BR;9311;TORINO;IT;137.05;2026-03-04
AIRPAY 71193867-REGENCY T;4121;WAKEFIELD;GB;99.7;2026-02-25
3D3E0 ENTS;4899;DUBLIN 4;IE;51.24;2026-01-24
FOR THE SAINTS;5812;CHELTENHAM;GB;22.16;2026-03-18
NRN STORE - LARBERT;5411;LARBERT;GB;81.5;2025-10-31
FISHING ON ORFU;7299;ORFU;HU;184.01;2026-01-10
HOST EUROPE*26740452;4816;KOELN DE;DE;102.45;2025-11-12
HOTEL ALTSTADT VIENNA;7011;WIEN;AT;162.01;2025-11-07
LINKEDINPREB *97933174;5968;LINKEDIN.COM;IE;22.61;2025-12-23
DIERGAARDE BLIJDORP;7991;ROTTERDAM;NL;176.84;2025-12-19
TFL TRAVEL CHARGE;4111;TFL.GOV.UK/CP;GB;167.83;2026-02-23
H&M DE0382;5651;DRESDEN;DE;146.13;2025-11-23
VIVAAEROBUS;4511;CIUDAD DE MEX;MX;132.13;2026-01-03
O17410758530952571 APP BR;9311;TORINO;IT;9.04;2026-01-31
LIME*DODANE SRODKI YCS;4789;WARSZAWA;PL;8.34;2026-02-13
KONZUM P-0277;5411;ZAGREB;HR;68.97;2025-10-07
SUBWAY 62877;5814;DENVER;US;195.87;2026-01-26
EMPORIA SHOPPINGCENTER 1;7523;MALMO;SE;190.76;2025-10-01
AUTOGRILL FFH AU;5814;L ISLE D ABEA;FR;32.1;2025-11-19
AUENSTUBE GMBH;5812;BASSERSDORF;CH;197.6;2025-09-28
SARL PORQUALIMEN;5411;HYERES;FR;132.01;2026-02-03
HEADOUT.COM ##HASH##;4722;SIENA;DE;10.02;2025-10-09
P+R VAILLY;7523;GENEVE 26;CH;97.93;2025-12-07
LIME*FAHRT MTTH;4789;FRANKFURT;DE;110.81;2025-11-13
BB12471219 - BB IT;7011;MILANO;IT;58.83;2026-03-20
VIKING - HAFNARSTRAETI;5942;REYKJAVIK;IS;95.64;2026-02-03
METRO BARCELONA;4111;BARCELONA;ES;44.48;2026-03-02
STADT WALLISELLEN;9399;WALLISELLEN;CH;179.84;2025-10-11
DB FERNVERKEHR AG;5812;FRANKFURT;DE;62.79;2026-02-19
LIME*PAYOFF QKLG;4789;BUCHAREST;RO;164.22;2026-03-15
LOBBY PLATFORMS, INC;5816;+1919412624;US;35.07;2025-12-24
AMAZON UK* ZL1OC4WL4;5399;LONDON;GB;142.55;2025-11-19
PAYPAL *PLAYSTATION;5816;35314369001;DE;27.26;2026-01-14
PARADOX;5812;AMSTERDAM;NL;62.17;2025-12-15
LIME*RIDE J2MR;4789;ATHENS;GR;120.55;2026-03-05
MERCADONA EL CAMISON;5411;PLAYA DE LOS;ES;62.25;2026-01-04
MUELLER MH HANDELS GMB;5912;BAD HERSFELD;DE;72.7;2026-02-21
AMAZON UK* ZP1KS33P4;5399;LONDON;GB;20.52;2025-12-09
1918D ENTERTAI;4899;DUBLIN 4;IE;178.76;2026-02-27
NEWTAXIPASS;4121;NEW HYDE PARK;US;121.98;2026-01-31
METROPOLITAN STAR;7011;BRATISLAVA;SK;46.99;2025-11-07
GRAB* XHEBVHJ7XHTN-G-1;5499;6281384748739;ID;21.6;2025-10-03
TROTT TROTTER;5200;ANNEMASSE;FR;39.07;2025-11-08
KAUFLAND CZ  1810;5411;PRAHA 8 KOBYL;CZ;5.03;2026-03-01
CARREFOUR 0212;5411;TORTONA AL;IT;176.12;2026-02-21
ACHFP ECOM;3509;DORNBIRN;AT;157.48;2025-11-30
TRADEIT.GG - 7F99;5815;LEWES;US;162.6;2026-03-03
DA & PE COM 73 SRL;5411;BUCURESTI;RO;101.68;2025-12-16
WWW.SERENGETI-PARK.DE;7996;HODENHAGEN;DE;195.17;2025-12-25
CRV*OTPMOBL*FURGEFUTAR;4111;MIKEPERCS;IE;180.54;2026-01-21
BÜRGENSTOCK HOTELS AG;7011;OBBÜRGEN;CH;10.2;2026-02-16
TFL TRAVEL CH;4111;TFL.GOV.UK/CP;GB;68.53;2026-01-07
DINO OPOLE 1 K.2;5411;OPOLE;PL;52.56;2026-01-26
CTLP*CANTEEN VENDING;5814;CHARLOTTE;US;49.88;2025-12-21
CARREFOUR MK OTOPENI 1;5411;OTOPENI;RO;193.05;2026-03-07
O17682959041629701 APP BR;9311;TORINO;IT;72.48;2025-09-25
COOP-1993 LAUSANNE;5411;LAUSANNE VD;CH;186.57;2025-11-27
MOONPAY*METAMASK 6939;6051;MOONPAY.COM;IE;73.12;2026-01-13
ETOS AMSTERDAM 8466;5122;AMSTERDAM;NL;47.92;2025-11-03
AMAZON UK* ZE4B22FC4;5399;LONDON;GB;186.68;2026-03-18
CUKIERNIA JERZYK 73092;5462;GDYNIA;PL;183.87;2025-11-20
BB13744271 - BB BE;7011;ANTWERP;BE;39.27;2025-11-28
FOODORA_AT_RY4U-2517-M;5499;WIEN;AT;136.98;2026-01-13
ROSGARTEN-APOTHEKE PET;5912;T KONSTANZ;DE;92.6;2026-01-06
FOODORA_AT_KI7B-2540-L;5499;WIEN;AT;149.99;2025-12-22
COOP-1091 UETENDOR;5411;UETENDORF;CH;60.07;2025-12-07
BOLT.EUD2505261229;5812;TALLINN;EE;100.43;2026-02-05
NOW 7EDFA ENTS;5815;LONDON;GB;167.33;2025-10-08
TOMTOM 417551533 SPEED;5531;AMSTERDAM;NL;12.5;2026-02-09
JG *ALZHEIMERS SOCIETY;8398;LONDON;GB;73.56;2026-01-06
SKYSHOWTIME 99EEB STANDAR;4899;AMSTERDAM;NL;191.6;2026-03-03
NOW 6B370 ENTS;5815;LONDON;GB;26.62;2026-03-02
32ROSU;7995;2636606703;MT;138.97;2026-01-28
GOPAY  $PHILIPS-ESHOP.SK;5732;HTTPS://PHILI;SK;158.26;2026-01-02
WWW.AMAZON.* VM0AJ91O5;5399;LUXEMBOURG;LU;68.97;2025-11-26
O17636529646320587 APP BR;9311;TORINO;IT;128.98;2025-11-10
BANGKOK MARRIOTT MARQUIS;3509;BANGKOK;TH;6.16;2025-12-01
BOLT.EUR2507060004;5812;TALLINN;EE;5.6;2026-03-04
H18I7DDPDYGI#TISSEO.FR;4111;TOULOUSE CEDE;FR;18.24;2025-12-21
FREUDENBERG-APOTHEKE;5499;BERN;CH;188.85;2026-02-26
MEGAIMAGE 0098 CORBEANCA;5411;CORBEANCA;RO;71.99;2025-10-26
APARTAMENTOS MASARU;7011;PUERTO DE LA;ES;155.18;2025-11-10
COOP-2452 DOMAT EMS;5311;DOMAT EMS;CH;186.25;2026-01-14
PRODUCTBOARD, INC.;7372;SAN FRANCISCO;US;27.57;2025-10-18
TINO SRL;5812;SAN POLO DITV;IT;171.62;2025-10-20
DELIJN##HASH##;4111;DL ODYJ8BFN;BE;31.72;2026-02-11
CSK - RU;5733;BUDAPEST;HU;94.94;2025-10-17
CDS-PATONG;5311;PHUKET;TH;179.05;2025-10-25
OTPMOBL*CSOKIZZZ.HU;5441;BUDAPEST;HU;58.61;2025-12-24
GLOBAL VILLAGE PARTNERS;9399;DUBAI;AE;81.0;2025-10-15
GOPAY  *REEDOG.SK;5995;PRAHA;CZ;156.56;2025-10-17
DELIJN##HASH##;4111;DL 5QC6JZH2;BE;10.58;2025-10-06
VASTTRAFIK AB;4111;SKOVDE;SE;63.18;2026-03-23
BASS PRO STORE GURNEE;5941;GURNEE;US;130.24;2025-10-14
LIDL 215 AMSTERDAM;5411;AMSTERDAM;NL;57.36;2026-03-01
LLAGFY8WPK5L#TISSEO.FR;4111;TOULOUSE CEDE;FR;164.5;2026-01-07
AMAZON UK* K09Z24GJ5;5399;LONDON;GB;136.24;2025-12-05
THE LIGHTHOUSE;5813;BURNHAM-ON-SE;GB;10.02;2025-10-09
THE FAT PUG;5813;LEAMINGTON;GB;185.14;2025-11-30
VOYO.SK 8639054070;4899;BRATISLAVA;SK;168.45;2025-12-24
L ATELIER CORNU;5462;LA FARLEDE;FR;60.69;2026-01-14
HYPEDROP;7994;7554260;CY;100.79;2025-11-30
32RED;7995;2579012650;MT;109.02;2026-01-20
FOODORA_CZ_SUB-2UML7BDSP4;5499;PRAGUE 8;CZ;178.71;2025-10-24
ES80388208;4829;MADRID;ES;95.33;2025-12-10
PRET A MANGER IE001 DAWSO;5814;DUBLIN;IE;196.94;2026-01-29
GOPAY  *ASTOREO.SK;5399;PARDUBICE;CZ;135.14;2026-03-18
DECATHLON HRADEC KR;5941;HRADEC KRALOV;CZ;5.69;2026-01-21
O17407139710561757 APP BR;9311;TORINO;IT;37.38;2025-11-18
NOW C4A4B SPORTS;5815;LONDON;GB;17.86;2025-12-25
32RED;7995;2614610070;GB;189.73;2025-10-13
WWW.AMAZON* 204-533197;5399;14018657948;GB;54.84;2026-02-16
FOODORA_AT_F1XC-2512-3;5499;WIEN;AT;153.09;2025-11-21
WILLHABEN 1901155430;5331;VIENNA;AT;153.37;2025-10-28
TOOGOODT Z1797P9N87XX0;5812;TOOGOODTOGO.B;DK;152.47;2025-10-11
GRILLFÜRST SCHWEIZ GMB;5719;EBIKON;CH;71.32;2026-03-05
FOODORA_AT_GKNR-2538-N;5499;WIEN;AT;5.95;2026-02-18
PLUXEE*AUCHAN 090 LE KREM;5812;LE KREMLIN BI;FR;155.39;2026-01-24
32ROSU;7995;2666390055;MT;40.63;2025-12-07
VENDING ZONE SRL;5499;BUCURESTI;RO;20.95;2025-11-14
CRF MRK 4432;5411;GENOVA;IT;5.41;2025-11-30
FOODORA_AT_OJXL-2515-R;5499;WIEN;AT;115.42;2025-10-30
AMAZON UK* ZP4XQ5VY4;5399;LONDON;GB;64.46;2026-03-15
32RED;7995;2554085018;GB;101.96;2025-10-09
ETSY.COM*XANDERSTOOLS;5699;DUBLIN 1;IE;20.69;2026-02-16
AMAZON UK* I35OD2JV5;5399;LONDON;GB;101.72;2025-10-21
PAY*TREFPUNT FESTIVAL;7999;GENT;BE;151.49;2025-10-09
MEDINA IKE;5921;THESSALONIKI;GR;143.82;2025-11-24
AMIGOS CAFE;5993;SARCELLES;FR;15.23;2026-02-12
FEINKOSTMAERKTE SEHRER;5411;FREIBURG;DE;128.71;2026-03-16
GOPAY  *DJMOBIL.CZ;4812;HTTPS://DJMOB;CZ;8.94;2026-01-18
MC DONALDS 00516;5814;EMMERICH AM R;DE;120.91;2026-02-19
PHCIE DES 5 AVEN;5912;MARSEILLE;FR;37.04;2025-11-20
LA HAVANNE;5812;NICE;FR;127.91;2026-02-28
GOPAY  *MINIFIGS.CZ;5945;VELKA BYSTRIC;CZ;165.85;2026-03-17
TESCO BOSKOVICE;5411;BOSKOVICE;CZ;91.89;2025-10-07
ABCD;4121;ABU DHABI;AE;167.43;2025-10-14
AQUA DOME TIROL TAGESK;7011;LAENGENFELD;AT;143.01;2025-12-30
HOGANS BAR;5813;DUBLIN;IE;37.87;2025-10-15
LIME*7 RIDES IWUQ;4789;AMSTERDAM;NL;147.3;2026-01-26
ADY BOGDY PROGRES SRL;5499;PITESTI;RO;45.41;2025-10-05
GOPAY  *MOBIL-GSM.SK;4812;ZILINA;SK;38.43;2025-10-06
PAYPAL *WOW 9DBF1 CINE;4899;35314369001;DE;61.59;2025-11-14
ALBERT HEIJN 1530;5411;S-GRAVENHAGE;NL;139.94;2026-01-28
BUFETY STOLOWKI;5812;WARSZAWA;PL;64.9;2026-03-08
GAUL SPORTCATERING;5811;MAINZ;DE;17.92;2025-10-22
CCV*GHM B EN B B.V.;5462;AMSTERDAM;NL;57.1;2025-12-30
GOPAY  *MYSKINO.CZ;5977;PRAHA 1;CZ;109.54;2025-10-06
BANDCAMP FUNKIMAN;5815;BANDCAMP.CO;US;17.7;2025-11-07
PAYPAL *BOLT.EU R 2412;4789;35314369001;EE;82.92;2026-03-15
EXXON COOKE CITY EXXON;5542;COOKE CITY;US;184.69;2025-10-26
GDK CANARY WHARF;5812;LONDON E14;GB;34.74;2026-02-01
ETSY.COM*EXPRESSIONIST;5699;DUBLIN 1;IE;159.3;2026-02-19
SM CASINO CS764;5411;MARSEILLE;FR;107.88;2026-03-03
NOW 8CBF8 ENTS;4899;LONDON;GB;82.12;2025-11-06
LIME*RIDE HPZ5;4789;WARSZAWA;PL;98.18;2025-10-22
MCDONALDS;5814;GRANGEMOUTH;GB;151.29;2025-10-14
MORRISONS DAILY;5499;WARRINGTON;GB;174.26;2025-10-28
AVIS RENT A CAR CORP;3389;GARDEN CITY;US;13.69;2025-12-17
GRAB* A-5ED3LMAGWIP9;5812;SOUTH JAKARTA;ID;38.28;2026-01-15
ANDAZ DUBAI THE PALM;6513;DUBAI;AE;93.3;2025-12-26
LIME*PRZEJAZD 3QOR;4789;FRANKFURT;DE;91.16;2025-11-26
AMZN MKTP US*RI2R54UN0;5999;AMZN.COM/BILL;US;164.11;2025-12-22
ALDI SAGT DANKE;5411;HERFORD;DE;86.98;2026-01-30
FOODORA_AT_AOHQ-XYTE;5499;WIEN;AT;104.79;2025-11-28
NYX*MACOMATSRL;5499;BUCURESTI;RO;149.69;2026-01-22
GOPAY  *KEENFOOTWEAR.C;5661;PRAHA 5;CZ;94.68;2025-12-04
REWE OLIVER KNAPP;5411;SCHWALMSTADT;DE;82.38;2026-01-07
TOOGOODT Z9YZ5TE2YYKR0;5812;TOOGOODTOGO.N;DK;125.77;2025-12-12
FRESSNAPF 3562 FOGARAS;5995;BUDAPEST;HU;180.59;2026-03-22
URBAN FOODS LLC  BURJ VIS;5411;DUBAI;AE;197.67;2026-02-27
WOW 3BABD PREMIUM;5815;UNTERFOEHRING;DE;115.47;2026-03-19
HORNBACH BAUMARKT AG F;5200;CHEMNITZ;DE;149.6;2026-02-15
BOLT.EU/O/2410031010;4121;TALLINN;EE;30.15;2025-12-21
KRUIDVAT 1104;5331;AMERSFOORT;NL;78.8;2025-10-17
FOOD'S ROCK S.R.L.;5814;FORLI';IT;27.6;2025-11-28
ROAD BT. - KORZO A;5651;SZEKSZARD;HU;82.16;2025-09-30
SCHWEIZERHAUS GP TOM;5812;WIEN;AT;78.27;2026-02-10
GARNER HOTEL MAASTRICH;7011;MAASTRICHT;NL;39.17;2025-12-31
BARIONP*M-MATCHA;5499;BUDAPEST;HU;84.24;2026-01-30
LIME*RIDE;7519;CZECH REPUBLI;CZ;153.85;2026-01-03
REVOLUT**4162*;4829;ZURICH;CH;39.94;2025-12-29
DELIJN##HASH##;4111;DL 1BYXJDDC;BE;11.12;2026-01-16
BURGER KING 28071 SOT;5814;LANGENHAGEN;DE;188.34;2025-12-05
ALINA PURCARU;6012;REVOLUT.COM;LT;9.49;2025-12-26
TSUNAMI BEACH BARS;5813;SOUTHAMPTON;GB;45.98;2025-09-30
REST. DE LA COURONNE;5812;MONTREUX;CH;26.07;2025-10-15
AUDIBLE.DE*MA9NG2224;5968;AUDIBLE.DE/RG;DE;26.69;2025-11-14
SKYSHOWTIME AE97E SHOW;4899;AMSTERDAM;NL;100.91;2026-02-11
EXKI ZONE INTERNATIONALE;5812;ORLY AEROGARE;FR;117.66;2026-03-21
A.S. VILA CONDE (N/S;5542;KM327.600 - M;PT;75.29;2025-12-15
KFC TRUTNOV DT;5814;TRUTNOV;CZ;67.28;2025-10-31
AVM IEQZLUQCLXJUHV9;4111;VENEZIA;IT;101.75;2025-11-18
SKLEPZNAGAR.PL;5085;WARSZAWA;PL;90.2;2026-01-11
PV1209;5542;MEDIGLIA;IT;193.65;2025-10-13
SQ *TASTY BEAN CAFE;5812;WATFORD;GB;9.55;2025-10-07
LEDDISZKONT.HU;5251;BUDAPEST;HU;96.79;2026-01-03
T K MAXX;5331;HARROW;GB;73.05;2026-02-22
DEICHMANN SOLINGEN 155;5661;SOLINGEN;DE;33.96;2026-02-25
#260 SPORT CHEK;5941;CALGARY;CA;47.43;2025-10-18
SIMMER EATS;8999;4475319436;GB;127.65;2026-03-07
PHARMACIE DES TONGRES;5912;ETTERBEEK;BE;139.11;2026-02-19
FOODORA_AT_QN5W-WOW8;5499;WIEN;AT;179.84;2025-10-04
HERLITSCHKA;5812;WIEN;AU;117.21;2026-03-10
MOONPAY*ROOBET 2230;7995;MOONPAY.COM;IE;7.88;2026-03-09
LIDL 3549;5411;ROMA       RM;IT;79.08;2025-11-18
X-CLASS MOLETT DIVAT;5651;GYĘR;HU;124.36;2026-03-12
JUN YAN EURO;5651;SANDORFALVA;HU;159.91;2026-01-03
CMSVEND*CV AVENEL;5814;AVENEL;US;57.61;2026-03-06
LIME*PAIEMENT YM7H;4789;PARIS;FR;149.18;2026-03-04
GLS D26 NOVE STRASEC;4215;NOVE STRASECI;CZ;51.03;2026-03-08
MAISON-MIGNARDISE LIVRAI;5462;MARRAKECH;MA;184.44;2026-01-19
SHELL 9806;5541;BUETTELBORN;DE;102.94;2025-10-16
STABIL FEDEL LEMEZKERES;5211;DEBRECEN;HU;137.39;2025-12-14
LARAVEL FO* TRIAL OVER;5734;18772712521;US;171.38;2026-03-02
VIPPS*GAUTE TORSNES FO;4829;OSLO;NO;89.02;2025-12-01
PAYPAL *AIRBNB  HMND489;7011;35314369001;LU;15.53;2025-11-18
TDAS XCARET;7996;SOLIDARIDAD Q;MX;131.8;2026-03-24
9XTN1NJDQEEX#TISSEO.FR#VC;4111;TOULOUSE CEDE;FR;175.99;2026-02-15
REEL ENTERTAINMENT LLC;7929;DUBAI;AE;36.81;2025-12-12
CRV * SPAR FIL STAM;5499;CURVE.COM;IE;17.24;2026-02-03
55-10944-012248924 WWW.IN;5734;ROMA;IT;82.07;2026-01-05
UAGLIO'-V.TORRIBIANCH.;5812;VIMERCATE;IT;125.99;2025-10-11
PAYPAL *GOOGLE FACEAPP;5815;35314369001;IE;161.08;2025-09-29
LIME*RIDE GHXM;4789;PARIS;FR;40.35;2025-10-26
POSTHOTEL DONAUSTAUF;7011;DONAUSTAUF;DE;116.78;2025-12-11
HOTEL DESTINO;7011;CAP MARTINET;ES;42.21;2025-12-27
APPLAOR;4829;SMOLA;GB;116.86;2025-11-17
PAYPAL *KAERCHER AG;5722;0049719514;CH;19.06;2025-12-08
MCDONALDS 00975;5814;WALDBR?L;DE;66.55;2025-12-14
NFCTRON;5812;PRAHA 1 NOVE;CZ;76.48;2025-10-29
FFB5A ENTERTAI;5815;DUBLIN 4;IE;57.95;2025-11-22
EUROPCAR;7512;BENITO JUAREZ;MX;173.79;2025-10-31
LIME*RIDE WYXW;4789;ATHENS;GR;153.42;2026-01-04
FOODORA_AT_TO3I-2515-L;5499;WIEN;AT;97.8;2025-11-13
SHELLD2SMERBRNO;5541;LADNA;CZ;59.21;2025-12-04
PERK/ID 35600812;4722;BARCELONA;ES;194.59;2025-10-25
DELIJN##HASH##;4111;DL CCLVHT46;BE;142.33;2026-02-01
HÁDA HASZNÁLTRUHA Ü;5691;SOPRON;HU;31.96;2026-01-18
WILLHABEN 1899644524;5331;VIENNA;AT;183.92;2026-01-24
MONMOUTHSHIRE COUNTY C;7523;MONMOUTHSHIRE;GB;152.07;2026-02-03
COFF.EE* DEYOCLUB;5815;BUYMEACOFFEE.;US;168.57;2026-02-21
HYPEDROP;7994;#6529170;CY;85.0;2025-10-14
TV NOVA 8042097554;4899;PRAHA 5;CZ;128.05;2026-02-02
FOODORA_AT_TQBK-2524-A;5499;WIEN;AT;130.14;2026-01-03
PLODINE SUPERMARKET, 2;5411;SLATINA;HR;36.82;2025-10-23
GPV BENAHAVIS;5541;ESTEPONA;ES;108.56;2025-10-12
GOPAY  *TVRZENASKLA.EU;4812;PIST;CZ;185.94;2025-12-17
GRAUR ANA-RALUCA FIZIO;8099;BRASOV;RO;33.09;2025-10-29
GOPAY  *FLEUROP.CZ;5992;HTTPS://FLEUR;CZ;63.63;2026-01-06
ORDER O-Y4QQ7OO;5816;VILNIUS;LT;91.75;2026-01-23
BAYWA VORARLBERG;5200;RANKWEIL;AT;88.99;2025-12-01
BOLT.EUD2506020950;5812;TALLINN;EE;60.2;2026-03-03
BILLA DANKT 0002001;5411;DEUTSCH-WAGRA;AT;71.7;2025-12-31
EATTASTY.ES;5812;MADRID;ES;63.98;2026-03-22
GOPAY * O2;4814;DOBIJENI.O2.C;CZ;47.88;2025-09-28
AMAZON UK* SW30E2R85;5399;LONDON;GB;167.32;2026-02-15
BG HOSPITALITY LLC;5814;DUBAI;AE;103.75;2026-03-03
DELIJN##HASH##;4111;DL DW8VY3K8;BE;61.19;2026-03-23
GOPAY  *SWIXSHOP.CZ;5941;PRAHA 22;CZ;100.72;2026-02-15
GUMROAD* TYLER.L;5192;BROOKLYN;US;107.53;2025-10-11
LBS SA* CLUBS/LBSSA/TA;8398;LONDON;GB;180.5;2025-11-17
ZEEZICHT;5812;DEN HAAG;NL;64.13;2026-02-14
TV NOVA 5948643826;4899;PRAHA 5;CZ;93.57;2025-11-27
WWW.PLANITY.COM;7298;PARIS;FR;90.2;2025-12-27
ALDI 99801 RECEIPT NO.;5411;ATHERSTONE;GB;66.58;2026-01-10
FEDEX73635940;4215;T08456 070809;GB;116.49;2025-12-18
O17436713384618297 APP BR;9311;TORINO;IT;15.93;2026-01-03
GOEDERT AUTOCENTER;5533;BERELDANGE;LU;53.08;2025-10-30
FOODORA_AT_A3V5-2525-0;5499;WIEN;AT;168.9;2025-11-17
RAPPI* VERIF $0.85 USD;4215;AMSTELVEEN;NL;102.33;2026-01-23
MONO*OLHA LYKHACHOVA;4829;KYIV;UA;158.83;2026-01-28
LIME*RIDE HWEQ;7519;BULGARIA;BG;59.79;2026-01-27
TCL 69 LYO;4111;V25309006631�;FR;152.16;2026-02-05
87058910 ZINZINO;5499;VAESTRA FROEL;SE;58.47;2025-11-03
TZP*ITEMKU.COM;7399;PT;SG;176.19;2026-01-08
TABERNA CHICA FARRAY;5812;LAS PALMAS DE;ES;100.84;2026-03-22
022 LANDQUART;5977;LANDQUART  GR;CH;99.55;2026-01-28
PAYPAL *POSHMARK;5931;4029357733;US;131.88;2025-11-19
AUTOBEDARF SCHRATTENEC;5533;MATTIGHOFEN;AT;108.73;2026-02-07
LIGHTHOUSE SUPERMARKET;5411;GHASRI (GOZO);MT;171.16;2026-03-11
CF048 BOOST;5815;DUBLIN 4;IE;115.99;2026-03-03
ASDA SUPERSTORE;5411;CHATHAM;GB;15.63;2025-11-29
DISPOLAB PHARMA S.R.O.;5912;BRNO;CZ;38.49;2025-10-26
TEDI;5251;TREGUEUX;FR;147.43;2025-11-29
DONERISTA;5812;WIEN;AT;142.44;2026-01-26
5YHSJV4GS3ZZ;7523;ENFIELD;GB;86.89;2026-02-26
TV NOVA 4698960505;4899;PRAHA 5;CZ;89.76;2025-10-06
BOLT.EUD2506261001;5812;TALLINN;EE;36.7;2025-11-21
LIME*JIZDA QNEC;7519;CZECH REPUBLI;CZ;122.64;2026-03-20
400198 CAFE LA COTE JURA;5812;BURSINS;CH;192.92;2026-03-19
LA METROPOLE MOB;4111;GVGMWGH8WY1T�;FR;199.91;2026-02-02
STRADIVARIUS JERVIS CENTR;5621;DUBLIN 1;IE;110.02;2025-11-26
DPB.SK  *9BFBIH;4111;BRATISLAVA;SK;167.89;2026-03-13
ZETTLE_*UNIVERSITY OF;5812;GUILDFORD;GB;159.03;2026-03-17
WWW.ROSEMONT.SK;5977;WWW.ROSEMONT.;SK;175.78;2025-12-20
BOSTY COM SRL;5411;IASI;RO;63.8;2025-12-06
PIZZERIA LAPO DI FOBOR;5813;CECINA;IT;199.16;2025-11-18
GOOGLE *PLAY;5942;G.CO/HELPPAY#;GB;153.2;2025-09-29
LIME*PASS QW3N;7519;CZECH REPUBLI;CZ;129.48;2026-03-23
TIERPARK ESSEHOF GMBH;7998;LEHRTE;DE;40.63;2026-03-13
FOODORA_AT_YWSR-EYG1;5499;WIEN;AT;179.39;2026-01-01
NYX*VENDINGWORK;5814;ALMERE;NL;60.76;2025-11-24
JAROSLAVA NAHODILOVA;5411;BOROVA LADA;CZ;45.75;2026-02-12
SKYSHOWTIME 44D15 SHOWTIM;4899;AMSTERDAM;NL;104.85;2026-02-24
RESTAURANTE VARADERO;5812;MARBELLA;ES;98.42;2025-12-04
BILLA DANKT 0007609;5411;FELDKIRCHEN;AT;11.49;2026-01-16
AMAZON UK* CW41I2XH5;5399;LONDON;GB;136.32;2026-03-07
RAILNATI-7OQA0UTV;5816;MUNICH;DE;112.97;2025-10-23
LA CASA ROJA LAS CANTE;5812;LAS PALMAS DE;ES;101.06;2026-03-16
MAAG MUSIC & ARTS AG;5812;ZÜRICH;CH;158.58;2026-01-01
30C73 ULTRA BO;4899;DUBLIN 4;IE;24.56;2025-12-19
DELIJN##HASH##;4111;DL G723L2B4;BE;184.22;2026-03-01
LIDL SAGT DANKE;5411;BABENHAUSEN;DE;22.61;2026-01-27
COOP-1376 ETTINGEN;5311;ETTINGEN;CH;99.66;2025-10-25
NYX*VERYGOODIESAS;5814;PRAHA;CZ;182.76;2025-11-07
32RED;7995;2514661761;GB;58.79;2026-02-04
PAYPAL * AIRBNB HMRD8SYKH;7011;35314369001;LU;64.75;2025-10-27
ETSY.COM - VILLASORGENFRE;5699;DUBLIN;IE;17.66;2025-10-10
BANDCAMPH-PRODUCTIONS;5735;BANDCAMPCOM;US;38.58;2025-11-18
FOODORA_AT_HVVR-2439-3;5499;WIEN;AT;147.4;2025-11-02
WWW.VAPOHOLIC.CO.UK;5993;WWW.VAPOHOLIC;GB;21.09;2025-12-24
MRCR*ADRIAN*KOSCIK;6051;VISA DIRECT;HR;139.06;2026-02-12
NEURONAU* TRIP-FX;4789;HAWTHORN;AU;151.35;2025-10-30
4338.3079.0809 AIB_ECO;7995;VALETTA;MT;52.04;2025-11-06
VF0NCF1IFKHG#TISSEO.FR;4111;TOULOUSE CEDE;FR;88.88;2026-02-08
PAYPAL *AIRBNB  HM8P4Z2;7011;35314369001;LU;161.06;2026-01-21
SKYSHOWTIME 4418B STANDAR;4899;AMSTERDAM;NL;85.06;2025-10-19
TCL 69 LYO;4111;V25172000007�;FR;6.21;2026-02-21
