merchant_description;mcc;city;country
QANTO DEKUJE ZA NAKUP;5411;JEVICKO;CZ
FOODORA_AT_X06D-2531-8;5499;WIEN;AT
ARIZONA MONT DORE;5411;MONT DORE;NC
NYX*FORESTONESRO;5499;PRAGUE;CZ
SOHO HOUSE BARCELONA CLUB;5812;BARCELONA;ES
32RED;7995;2645203480;GB
DELIJN##HASH##;4111;DL 91KYPS8M;BE
BLOCKFBF757825BA9A;6051;SOFIA;BG
PAYPAL *EBAY DE;5331;4029357733;AU
DELIKIA SP;5499;PONTEVEDRA;ES
SELECTA MERCHANT VENDI;5499;KIRCHBERG;CH
SKYSHOWTIME E099F SHTANDA;4899;AMSTERDAM;NL
GLS D44 CHOMUTOV;4215;CHOMUTOV;CZ
EVERGREEN HEALTHFOODS;5499;GALWAY;IE
GOPAY  *KOCARKY.CZ;5999;KOCARKY.CZ;CZ
MEGAIMAGE 0054 APUSULU;5411;BUCURESTI;RO
VIGO     -PONTEVEDR 04:23;4784;A CORU#A;ES
TOOGOODT 1EYDX0XMDYVC0;5812;TOOGOODTOGO.D;DK
RAILNINJA-0148;4722;BIRKIRKARA;MT
CCV*BOWLEN & ZO;7999;ZWOLLE;NL
SKYSHOWTIME 9F8FA STAN;4899;AMSTERDAM;NL
PAYPAL *PNS24.DE;5977;35314369001;DE
SPAR 5120;5411;MISKOLC;HU
DENNER GE-BALEXERT;5411;GENEVE 1;CH
CHLSTCK 6D8E5D50-CFF0-;5815;TALLINN;EE
ACS*20488197 THREE;4814;ROTTERDAM;NL
GOPAY  *PANALFRED.CZ;5921;HTTPS://PANAL;CZ
NYA*THE VENDING COMPAN;5499;DUBLIN;IE
F6472 ENTS;4899;DUBLIN 4;IE
SL;4111;STOCKHOLM;SE
FOODORA_AT_U5XZ-2538-R;5499;WIEN;AT
THE STEEL YARD;5813;LONDON;GB
ORDER O-Y4QDK9Y;5816;VILNIUS;LT
APPLE STORE #R654;5732;NEW YORK;US
32RED;7995;2611963636;GB
KREA.AI;5734;16462462160 USA;US
ETSY.COM*HARMONYPIXELS;5999;DUBLIN 1;IE
WWW.AMAZON.* TO3NB0FF4;5399;LUXEMBOURG;LU
TOBACCO FACTORY CAFE B;5812;BRISTOL;GB
RESTAURACJA WOOSABI;5812;KRAKOW;PL
MEGAIMAGE 0014 CTA 1;5411;CONSTANTA;RO
KYRIAZAKOS;5411;SYKEA DIMOU M;GR
SPORTHAUS KRUMHOLZ OUT;5941;M LHEIM-K RLI;DE
MYTRIP_UK_MQY64E;4722;ONLINE;GB
IP;5541;CASARANO;IT
ROBOM;6211;LIMASSOL;CY
TESCO PFS 3725;5541;HELSTON;GB
41993 IPMATIC;5542;MOLFETTA;IT
BP WATERLOOVILLE SERVI;5541;I HAMPSHIRE;GB
MCDONALD.S KERKRADE;5814;KERKRADE;NL
AB_PERISSOS;5411;PERISSOS;GR
ASOS.COM;5691;AMSTERDAM;NL
LIME*PRZEJAZDY: 2 NMRZ;4789;WARSZAWA;PL
O17594742766002465 APP BR;9311;TORINO;IT
PAYPAL *AIRBNB  HMCF2J;7011;35314369001;LU
AMAZON UK* F90566UU5;5399;LONDON;GB
LIME*GESLAAGD LAHU;4789;FRANKFURT;DE
HAPPYTIGER;7995;ID:2876035308;DK
O17488418921649341 APP BR;9311;TORINO;IT
BOLT.EU/O/2405120940;4121;TALLINN;EE
TOBACCO LOGISTIC   MAR;5993;TARGU JIU;RO
WORLDBICYCLERELIEF.ORG;8398;HTTPSWORLDBIC;US
METRO ITALIA;5812;LONDON;GB
PAYPAL *SMILEYHOMEY CO;5331;4029357733;HK
BANDCAMP A-ROT;5815;4152132160;US
SKYSHOWTIME 8CC8F STANDAR;4899;AMSTERDAM;NL
EXPO ROCADO SRL;8299;BUCURESTI S;RO
ZABKA ZC707 K.1;5499;BYTOM;PL
NYX*JOBMEAL;5499;TURKU;FI
SHELL   7770;5541;INGOLSTADT;DE
LIME*CORSA PDAF;4789;MILAN;IT
RCH-REVOLVEUK;5977;CALGARY;EE
ASDA BURY ST EDMUN;5411;BURYSTEDMUNDS;GB
O17630564188816735 APP BR;9311;TORINO;IT
LIME*TRAJET FKBW;7519;18885463345;CZ
AMAZON UK* DO0NV3ET5;5399;LONDON;GB
LA FOURNEE D ANG;5462;CAEN;FR
BANDCAMPTECTONICRECOR;5815;BANDCAMP.CO;US
TRADENATION.COM;6537;LONDON;GB
CONNEXXION PERSONENVERVOE;4111;HILVERSUM;NL
MOTORWORLD MUNICH;5813;MUNICH;DE
POSTA6082;9402;KAPUVAR;HU
SUMUP  *DITTA INDIVIDU;4121;VENEZIA;IT
ASOS.COM;5691;AMSTERDAM;NL
SNACK SODA VENDING;5814;BROOKLYN;US
LEBESIS THEODOROS;5411;MESSINIA;GR
M1COOP2281 *JEDNOTA;5411;SUCHDOL NAD L;CZ
TOMMY WILLIAMSON LANDSCAP;5261;WEXFORD;IE
SKYSHOWTIME 0E07D STANDAR;4899;AMSTERDAM;NL
MICROSOFT-G126022151;5045;MSBILL.INFO;CH
CARREFOUR MKT MARINA S;5411;DUBAI;AE
KRUIDVAT 1791;5331;UTRECHT;NL
DELIJN##HASH##;4111;DL S09TK8A7;BE
SZIGET FESZTIV?L - KE;7999;BUDAPEST;HU
SUPERMERCADO WIS;5411;SANT ANTONI D;ES
WAL-MART #1035;5411;SPARTANBURG;US
TCL 69 LYO;4111;V25296024502�;FR
MICROSOFT-G128150199;5045;MSBILL.INFO;CH
FOODORA_AT_KFVQ-2519-J;5499;WIEN;AT
BENZINA CS 0704;5541;SENEC;SK
REZYDENCJA AQUA BY GRA;7011;SZKLARSKA POR;PL
K KIOSK WITIKON;5411;ZURICH ZH;CH
FOODORA_AT_Q3EP-OI76;5499;WIEN;AT
JUSTGIVING ACORNSCHILD;8398;LONDON;GB
BAYLEY SAGE;5411;PARSONS GREEN;GB
PHU MIX MARIUSZ GRELA;5499;LUBLIN;PL
LA METROPOLE MOB;4111;HB9FM9V5LLU6�;FR
AUBERGE DU CHASSEUR;5812;FENIN;CH
LOYD 5 HIGH STREET;6011;BRISTOL;GB
OFOTE'RT OPTIKA 105.SZ;8043;BUDAPEST;HU
NOW BC746 CINEMA;5815;LONDON;GB
32RED;7995;2558846788;MT
CINEMA CITY ARE'NA ATM;7832;M BUDAPEST;HU
ZABKA Z6670 K.2;5499;OLAWA;PL
LIDL RO-544;5411;SANNICOLAU;RO
CF5YTRFCZA1B#TISSEO.FR#VC;4111;TOULOUSE CEDE;FR
TEMPLE BAR;5813;BARCELONA;ES
RCDVTIPNTP7Z;4111;LORIENT;FR
KIE8549041;5977;WIEN;AT
ACS*21405038 THREE;4814;ROTTERDAM;NL
STAT AVIA 02509;5983;PARIS 10;FR
5324814;5814;SCHLUESSELFEL;DE
WWW.AMAZON.* ZX8E12MP4;5399;LUXEMBOURG;LU
SKYSHOWTIME 5D6AB STANDAR;4899;AMSTERDAM;NL
PLUXEE*BURGER KING K03;5812;PARIS 12;FR
SHERATON GATEWAY LOS A;3503;LOS ANGELES;US
KAVARNA MORAVIA;5812;TREBIC;CZ
CNED;8299;CHASSENEUIL D;FR
FOODORA_AT_MHYC-2511-A;5499;WIEN;AT
TOOGOODT WX9DSEH7D93Q0;5812;TOOGOODTOGO.E;DK
AMAZON UK* Z748O7HR4;5399;LONDON;GB
ALP*TAOBAO;5251;SHANGHAI;CN
AGODA.COM*AGODA.COM WARSA;4722;LONDON;GB
MAAS 5720;5499;SON EN BREUGE;NL
MCDONALDS 30;5812;BRUCK AN DER;AT
BOLT.EU/R/2602021925;7512;TALLINN;EE
32RED;7995;2603540280;GB
LIME*FAHRT GM7D;4789;FRANKFURT;DE
FOODORA_AT_D0Y1-2525-X;5499;WIEN;AT
AUTOGRILL 0109;5812;TORRE ANNUNZI;IT
O17476666235438649 APP BR;9311;TORINO;IT
AMAZON UK* 9287F60S5;5399;LONDON;GB
BLS KONOLFINGEN;4789;KONOLFINGEN;CH
BP CNT HEATHE 2143;5541;HEATHERBRAE;AU
19N2VX ZENMARKET;5399;TALLINN;EE
NYX*SPCLEANSRL;5499;IASI;RO
FOODORA_CZ_JNOE-2423-V1YX;5499;PRAGUE 8;CZ
MÜNCHNER VERKEHRSGESEL;4111;MÜNCHEN;DE
GOPAY  *VERCAJK-PLUS.CZ;5261;VERCAJK-PLUS.;CZ
TAKASHIMAYA SINGAPORE LTD;5311;SINGAPORE;SG
FOODORA_CZ_L1HL-2423-V5LN;5499;PRAGUE 8;CZ
MYJNIA WOJMAG;7542;BYDGOSZCZ;PL
BLACKPOOL LATE NIGHT;5912;BLACKPOOL;IE
CITY FUSION;7523;LEEDS;GB
PAYPAL *AIRBNB HM9MNE44M;7011;4029357733;LU
WWW.BBQ-STORE.AT;5999;FELIXDORF;AT
GOPAY *KOCARKY.CZ;5999;KOCARKY.CZ;CZ
GUMRD.COM* MAAIA;5192;HTTPSGUMROAD.;US
BABBEL.COM 159316294;8299;BERLIN;DE
OSTGOTATRAFIKEN;4111;LINKOPING;SE
VENDING ZONE SRL;5499;BUCURESTI;RO
MOWASALAT KARWA COMPAN;4121;DOHA;QA
GOPAY *KAVA-PRAHA.CZ;5499;KAVA-PRAHA.CZ;CZ
ETSY.COM*FUNNYARTSCARICAT;5399;LONDON;GB
SECURITAS DIRECT ESPA;5963;POZUELO DE A;ES
ETSY.COM*MINIDIGITALST;5699;DUBLIN 1;IE
TFL TRAVEL CH;4111;TFL.GOV.UK/CP;GB
SHELL 2002408455;5541;HAMBURG;DE
KIS TAKARMA'NYBOLT;5995;GYONGYOS;HU
AMAZON UK* ZX6IE7DR4;5399;LONDON;GB
GOPAY  *ZIVINA.CZ;5499;ZIVINA.CZ;CZ
GOPAY  *FOTOPOSTA.SK;5651;FOTOPOSTA.SK;SK
FOODORA_AT_BVO6-2424-L;5499;WIEN;AT
MCDONALDS 612;5812;HOUNSLOW;GB
BERLINER SPARKASSE;6011;181 896422;DE
WDFG TENERIFE SUR;5309;GRAN CANARIA;ES
BCK*JUMBO JIM KOSTER;5411;REEUWIJK;NL
WOW X3348 ENTERTAI;5815;UNTERFOEHRING;DE
TOOGOODT NT1R0F9TR1820;5812;TOOGOODTOGO.E;DK
GOPAY  *NAVLAS.CZ;5977;NAVLAS.CZ;CZ
LIME*AUTH. RGVS;4789;FRANKFURT;DE
BREITE-APOTHEKE AG;5912;BASEL;CH
COFF.EE* GOYASOUBOR;5816;SAN FRANCISCO;US
NYA*SHELL;5499;ABERYSTWYTH;GB
2462.7024.8325 AIB_ECO;7995;VALETTA;MT
WWW.AMAZON.* DQ69I4YA5;5399;LUXEMBOURG;LU
GOPAY  *PROFI-PARFEMY.CZ;5977;PROFI-PARFEMY;CZ
72001 HOTEL ZONAR RECE;7011;ZAGREB;HR
SC-SMILE AND PA;5045;NEUILLY SUR S;FR
NYX*ZCAFFEKFT;5814;GOEDOELLO;HU
O17411003407071878 APP BR;9311;TORINO;IT
NORTON *AP1550673828;5817;AMERSFOORT;NL
IBIS;7011;AVIGNON;FR
CARREFOUR STE MAXIM;5331;SAINTE-MAXIM;FR
SKYSHOWTIME CB391 STANDAR;4899;AMSTERDAM;NL
REWE FRANKFURT;5411;FRANKFURT AM;DE
NAPILI MARKET #1004;5411;LAHAINA;US
NYX*SUPERCUPSVENDINGLTD;5499;CANTERBURY;GB
LIME*JIZDA ET63;4789;WIEN;AT
CHOGAN GROUP SRL;5999;CHOGAN GROUP;IT
MICROSOFT-G120128791;5045;MSBILL.INFO;CH
NAAN TIME;5812;AULNAY SOUS B;FR
AMAZON UK* ZR22W8ZN4;5399;LONDON;GB
TALKREMIT;4829;G TEBORG;SE
LA FOLLIA DAS RESTAURA;5812;ST GALLEN;CH
HAPPYTIGER;7995;ID:1881808388;DK
TIGER ITALIA 1 S.R.L.;5311;MILANO;IT
HETM216;5651;LA TESTE DE B;FR
PENNY TURDA 2 4553 C2;5411;TURDA;RO
HOTEL IMPERIAL VIENNA;3509;VIENNA;AT
GOPAY  *USUSIL.CZ;5499;PRAHA 10;CZ
FIRST EVENT AG;7999;FRAUENFELD;CH
KRUIDVAT 4006;5331;EERBEEK;NL
KHAIBAR LUXURY TRANS;4111;DUBAI;AE
GOPAY  *KOCARKY.CZ;5999;HORNI KRUPA;CZ
ADARE MANOR FNB CARRIAGE;7011;ADARE;IE
O17645658729956667 APP BR;9311;TORINO;IT
POSTO PERA FITA 2;5541;PERAFITA;PT
BOLT.EU/O/2405222210;4121;TALLINN;EE
FOODORA_AT_MXAJ-2532-9;5499;WIEN;AT
HOTEL MONTE CHERZ;7011;LIVINALLONGO;IT
MADRID HUB S R L;7929;BONTIDA;RO
USCUSTOMS ESTA APPL PMT;9399;317-715-6776;US
CAFE HAWELKA;5499;WIEN       W;AT
AMAZON UK* ZG12C5BY4;5399;LONDON;GB
CHEVRON 0307420;5541;WINCHESTER;US
NOW 49C47 ENTS;5815;LONDON;GB
BOLT.EUD2505171136;5812;TALLINN;EE
APPLE ITALY R602;5732;FLORENCE;IT
GOPAY * O2  GOPAY  *   :;4814;DOBIJENI.O2.C;CZ
COFF.EE* CHARNUKHA;5816;SAN FRANCISCO;US
TEDI FIL  6154;5651;RENDSBURG;DE
EPARK PERMIT730310;7523;LULEA;SE
TIMES DELI & CAFE;5411;NEW YORK;US
FLLI PONTONIO SRL;5542;SAN SEVERO;IT
PAYPAL *AIRBNB  HMET4H3BD;7011;02033181111;GB
BURGER KING 14277 SOT;5814;LUEDENSCHEID;DE
GOPAY * O2  GOPAY  *;4814;SAMOOBSLUHA.B;CZ
FH TROKOS SP. Z O.O.;5499;WIELICZKA;PL
VRTNMCS15039;5945;LONDON;GB
MINI-MARCHÉ DELÉMONT;5311;DELÉMONT;CH
PAYPAL *TICKETMASTE;7922;48519461245;PL
BOLT.EU/O/2512312246;4121;AMSTERDAM;NL
MRCR*CRISTINA*MIHAIL;6051;VISA DIRECT;HR
SE HIGH BROOMS SST;4112;TUNBRIDGW-T;GB
11918 CITY POINT;5691;BROOKLYN;US
SEILBAHN WEISSENSTEIN AG;4789;OBERDORF SO;CH
NYX*DALLMAYRAUTOMATENS;5814;NYON;CH
AMZNBUSINESS*HW6TX4GK4;5999;WWW.AMAZON.DE;LU
AARIZ STORES LIMITED;5411;LONDON;GB
SP MYNUORA.COM;5977;SHERIDAN;US
GOPAY *CEBIA.COM;7393;PRAHA;CZ
DATEMYAGE.COM;7273;SLIEMA;MT
TCL 69 LYO;4111;V25279015625�;FR
DB VERTRIEB GMBH;4112;646232297386;DE
FOODORA_AT_THCG-2528-1;5499;WIEN;AT
KAUFLAND;5411;POREC;HR
NLOV##HASH##;4111;WWW.OVPAY.NL;NL
NOVA PROMPT 401;5499;BUCURESTI;RO
CONAD;5411;LANCIANO;IT
BILET ID : 257H001028;4111;GDANSK;PL
MANOR AG - 712 (VESS);5311;VESENAZ;CH
RADION PROD COM SRL;5411;CORBU;RO
RCS & RDS SA_NICOLAE IORG;4814;SFANTU GHEORG;RO
BIG W/SWANSTON & LONSDA;5331;MELBOURNE;AU
FOODORA_AT_C6JU-2535-B;5499;WIEN;AT
FOODORA_AT_BHOC-2539-S;5499;WIEN;AT
MONZO * ME OZZIE B FITZ;6012;448008021456;GB
AMAZON UK* RQ2LV43Z5;5399;LONDON;GB
PURA VIDA BEACH 1;5812;VENEZIA    VE;IT
REWE MARKT GMBH-ZW-NL N;5411;MELDORF;DE
TV NOVA 7756466472;4899;PRAHA 5;CZ
MOL - OSTRAVA - 661;5541;OSTRAVA;CZ
FUNDACJA DONATEO;8398;WROCLAW;PL
GOBEST ANNA HORZYK;5499;USTRON;PL
ILLUM;5311;KOEBENHAVN;DK
AMAZON UK* O38S18KK5;5399;LONDON;GB
PEPCO 1683 LECZYCA 1;5651;LECZYCA;PL
MAIN-CENTER MEHLIG E.K;5411;VEITSHOECHHEI;DE
LION AND LOBSTER;5812;BRIGHTON;GB
JMP S.A. BIEDRONKA 2718;5411;CHELM;PL
MONOPRIX;5331;PARIS;FR
TCL 69 LYO;4111;V25307029786�;FR
A.NORDPASSNL;7372;AMSTERDAM;NL
PROTV 5782267157;4899;BUCHAREST;RO
CVS/PHARMACY #07186;5912;NEW YORK;US
EFOTT;7299;SUKOR?;HU
AMAZON UK* ZC2GV6DU4;5399;LONDON;GB
AMAZON UK* Z91A364R4;5399;LONDON;GB
83907674 ZINZINO;5499;VAESTRA FROEL;SE
AIRBNB * HMFRXJYDFN;4722;372-088-3800;LU
NEMOCNICNI LEKARNA, HA;5912;HAVIROV 1;CZ
HYATT REGENCY BIRMING;3640;H BIRMINGHAM;GB
ASDA SUPERSTORE;5411;LANCASTER;GB
8CC81 SPORTS;4899;DUBLIN 4;IE
FRESSNAPF SIBIU;5995;SIBIU;RO
COUPEPE BAKE AND SHAKE;5812;NEA PENTELI;GR
VICTOIRE BOULAN;5462;PARIS 9;FR
DOLDER EIS & BAD AG;7999;Z??RICH;CH
POSEIDON;5812;THASOS;GR
BANDCAMPLOUDAR;5815;BANDCAMPCOM;US
AUTOMATSPEC;5812;LISZKI;PL
ARMED FORCES HOTEL;7011;AMMAN;JO
EMPORIKI TROFODOTIKI A;5499;LIMENAS CHERS;GR
SKUNLOCK LIM*46.00 EUR;5817;LONDON;GB
JMP S.A. BIEDRONKA 4457;5411;KROKOWA;PL
AMAZON UK* ZL2KI7DN4;5399;LONDON;GB
LIDL IRELAND LTD;5411;DUBLIN;IE
BUDGETAIR.LV;4722;BLV-2461386 F;NL
LIME*RECONCILIERE I4S3;4789;WIEN;AT
WWW.AMAZON.* 5A61313U5;5399;LUXEMBOURG;LU
SKYSHOWTIME E9A7F SHTANDA;4899;AMSTERDAM;NL
PUBLIX #1563;5411;COCOA BEACH;US
ACS*22305203 THREE;4814;PLEASEHELP.IO;NL
PANERA BREAD #609270 O;5814;855-372-6372;US
LISEBERG RESTAU;5812;GOTEBORG;SE
LAPOSTE L674470;9402;SCHILTIGHEIM;FR
FRESSNAPF HANDELS GMB;5995;HAINBURG A;AT
PROFI 3038 S1;5411;SUCEAVA;RO
GOPAY *MIDORINI.CZ;5699;BRNO;CZ
BARCELONA URBANY;7011;BARCELONA;ES
GUMROAD* UDORO CRACKA;5192;BROOKLYN;US
AMAZON UK* BG8MJ2A65;5399;LONDON;GB
GOPAY  *GIGAPRINT.CZ;5732;JABLUNKA;CZ
MONOP DAILY SC;5942;ORLY AEROGARE;FR
RIBOLA PROD.6;5411;KASTEL KAMBEL;HR
WEALDDOWN.CO.UK;7999;CHICHESTER;GB
AFFENTORSCHAENKE;5812;FRANKFURT AM;DE
EURL BAREIL;763;ALZONNE;FR
VENUPLUS INC.;5814;MANCHESTER;US
NYX*HEXCLUSIVDEVELOPMEN;5814;DUMBRAVITA;RO
IX* WEB.RO - 3262;5734;BUCURESTI;RO
LISBON DUTY FREE WAL;5947;LISBOA;PT
AVANTI 3012;5542;LINZ;AT
MPY*COFETARIADAMARIN;5999;BUCURESTI;RO
LIME*RIDE C2XN;4789;ATHENS;GR
TOOGOODTOGDOHQJCMU7AZ;5812;TOOGOODTOGO.;DK
HPY*NATURE ET DECOU;5200;PARIS 12;FR
AMAZON UK* QS0X13ID5;5399;LONDON;GB
SKYSHOWTIME X5331 STANDAR;4899;AMSTERDAM;NL
STONEMANOR;5411;ST-GENESIUS-R;BE
NOW X0251 ULTRA BO;5815;LONDON;GB
ACS*21036332 THREE;4814;0107989541;NL
FOODORA_AT_A5CS-2520-P;5499;WIEN;AT
VITUSAPOTEK.NO;5912;OSLO;NO
SOGEXIA S.A.S-3553;6012;LUXEMBOURG;LU
O17696825035129493 APP BR;9311;TORINO;IT
ETSY.COM*JMDIGITALCREA;5699;DUBLIN 1;IE
AMAZON UK* SP9EF9HC5;5399;LONDON;GB
ETSY.COM*CANDLESFANTAS;5699;DUBLIN 1;IE
GOPAY *VENIRA.CZ;5499;OSTRAVA;CZ
NETTO MARKEN-DISCOUNT;5411;LÖRRACH-BROMBACH;DE
UJNJWL ZENMARKET;5399;TALLINN;EE
HDN SZUPERDISZKONT KOR;5411;BUDAPEST;HU
AMAZON UK* KP3KW9QP5;5399;LONDON;GB
GOPAY  *FILBEC.CZ;5719;CESKE BUDEJOV;CZ
GOPAY  *MAXIKOVY-HRACKY.C;5945;MAXIKOVY-HRAC;CZ
LIME*PASS X2BR;4789;FRANKFURT;DE
ALBERT HEIJN 2244;5411;ANNA PAULOWNA;NL
BAIER STEFAN;6012;VISA DIRECT;LT
BRICO BOSCO;5411;TRIESTE;IT
PAYPAL *SPOTIFY*P3C760;5815;35314369001;SE
TCL 69 LYO;4111;V25170009463�;FR
A7680 BOOST;5815;DUBLIN 4;IE
O17416178592052417 APP BR;9311;TORINO;IT
SUBWAY 49757 AICHSTETTEN;5814;AICHSTETTEN;DE
LIDL DEKUJE ZA NAKUP;5411;HOSTIVICE;CZ
FOODORA_AT_KI9M-2525-1;5499;WIEN;AT
IYZICO*AMAZON.COM.TR;7399;ISTANBUL;TR
SPILNU;7995;ID:2525737282;DK
THEPOKECAVE;5945;18562447650;US
CRV*BOLT.EU R 23092517;4121;VILNIUS;LT
HEROKU* MAY-95381295;5734;18006676389;US
AMAZON UK* W27S68725;5399;LONDON;GB
TFL TRAVEL CH;4111;TFL.GOV.UK/CP;GB
FOODORA_AT_N6AJ-2433-YTKZ;5499;WIEN;AT
SKYSHOWTIME 52E7A STAN;4899;AMSTERDAM;NL
SUMUP  *TAXI;4121;EDINBURGH;GB
PAYPAL *CRAZYFACTOR;5094;4029357733;SG
AVANGARDIA OUTLET;5691;KRALJEVO;RS
SKYSHOWTIME A6310 STANDAR;4899;AMSTERDAM;NL
SANTA FE;5812;HALLWANG;AT
GOPAY  *TVALASKA.CZ;5941;FRYDEK-MISTEK;CZ
GOPAY  *KOZENEZBOZI.COM;5699;TABOR;CZ
UNIDE MARKET;5411;BENIDORM;ES
GOPAY *ABRAKASTORE.SK;5651;KRAKOVANY;SK
MAIRIE DE BIDART;7523;BIDART;FR
EFJNFWQEPDAT;4111;ST BARTHELEMY;FR
GRAB* A-5FQFKL5GWF6O;5812;SOUTH JAKARTA;ID
NOW 281EA GB ULTRA;5815;LONDON;GB
GOPAY  *MYTREEDK.CZ;8099;MYTREEDK.CZ;CZ
FOODORA_AT_PIWV-2436-V;5499;WIEN;AT
MISTERY GRILL;5814;POLICKA;CZ
FOODORA_AT_Q1TZ-95W5;5499;WIEN;AT
ELEKTROCENTRUM TRADIN;5065;BRNO;CZ
DELICES PAINS SC1;5462;VILLENEUVE;FR
TCL 69 LYO;4111;V25263007787�;FR
RAYVE SPRL;5973;BRUXELLES;BE
DOROTTYA EXPERIENCE KFT;7991;. BUDAPEST;HU
TRAVELODGE HOTELS LTD - I;7011;OXON;GB
NATIONAL TAXI;4111;DUBAI;AE
VECTOR3D.CO.UK;5815;WOLVERHAMPTON;GB
CS, NAMESTI JIRIHO Z PODE;6011;OSTRAVA - VIT;CZ
LA VITA E' BELLA;5812;COMO;IT
HOTEL LESNA RECEPCIA;7011;STARA LESNA;SK
TARGET        00027672;5411;EMERYVILLE;US
PTD;5912;POPRAD;SK
NYX*LIQUIDLINERETAIL;5499;IPSWICH;GB
WHITEMILLS WAKE AND AQ;7996;SANDWICH;GB
PAYPAL *AIRBNB HM29WJQSP;7011;35314369001;LU
FOODORA_AT_FLT4-2533-3;5499;WIEN;AT
TOOGOODT H40F93MQE03P0;5812;COPENHAGEN;DK
LARA FARM 6;5912;IASI;RO
LIME*RIDE FHLV;7519;CZECH REPUBLI;CZ
GOPAY  *NADHERNEVLASY.CZ;5977;UBLO;CZ
BKG*TRIP INN HOTEL CON;4722;(888)850-3958;NL
ORDER O-Y4OPTGO;5816;VILNIUS;LT
LIME*PASS PUJV;4789;BARCELONA;ES
GUMROAD* MOTION DREAMS;5192;SAN FRANCISCO;US
REWE HAMBURG BALLINDAM;5411;HAMBURG;DE
SWISSYO5A YO5A6Q;3015;PAYPAL COM;CH
TRANSFERGO*RUSLAN*PIKHOTS;4829;VISA DIRECT;LT
L ANTREPOTES;5812;EZE;FR
HM IT0337;5651;BARI;IT
MAXI ICA STORMARKNAD K;5411;KUNGALV;SE
COOP-3702;5411;SCHAFISHEIM;CH
3OLYMPIA THEATRE;5813;DUBLIN;IE
MONZA CAFE LLC 1;5812;SHARJAH;AE
TAXI 31300;4121;WIEN;AT
SHELL OBN7532;5541;UEBACH-PALENB;DE
LIDL DIENSTLEISTUNG;5411;WANGEN IM ALL;DE
NOW A9871 ENTERTAI;5815;LONDON;GB
GRAN  COFFEE;5499;SAO PAULO;BR
AMAZON UK* 3S53N1J85;5399;LONDON;GB
GOPAY  *JSBFASHION.CZ;5944;PRAHA 10;CZ
ETSY.COM*LUCKYWEDDINGS;5699;DUBLIN 1;IE
SKYSHOWTIME 4B551 SHOW;4899;AMSTERDAM;NL
GOPAY  *HOLIME.CZ;5732;HOLIME.CZ;CZ
CASA DAZA NAIA T2 SOUT;5814;PASAY;PH
GOPAY *POCITARNA.CZ;5732;BRNO;CZ
KRAUS GMBH;5039;BRUNN AM GEBI;AT
NOW 0EFF3 ENTS;5815;LONDON;GB
TV NOVA 1785232259;4899;PRAHA 5;CZ
JMP S.A. BIEDRONKA 370;5411;WSCHOWA;PL
CATANIA FC SRL;7997;CATANIA;IT
CONSORTAXI;4121;NAPOLI;IT
ETSY.COM*WURMISHOLZDEK;5699;DUBLIN 1;IE
COOP NO PJ 001;5411;NAMESTOVO;SK
NEWREST WAGONS-LITS;5811;PARIS;FR
WWW.PLANITY.COM;7297;PARIS;FR
HOSTELLERIE DU PAS DE L'O;7011;CRANS-MONTANA;CH
BILLA DANKT 0003254;5411;PITTEN;AT
EBAY O*26-11584-66074;5972;SAN JOSE;US
NYX*KVUNIONSRO;5499;PRAGUE;CZ
TCL 69 LYO;4111;V25244020491�;FR
NOW EB8F7 GB BASIC;5815;LONDON;GB
LA LOCANDA DEL GATTO ROS;5812;MILANO;IT
MEGAIMAGE 0551 GIURGIU;5411;BUCURESTI;RO
NURADILOVA, MARIYAM;6012;LONDON;GB
MICROSOFT G039832686;5045;MSBILL.INFO;CH
LIME*FAHRT MQEY;4789;BARCELONA;ES
GUMROAD* VOMBA CITY;5192;BROOKLYN;US
AMAZON UK* ZP4GD98I4;5399;LONDON;GB
LIME*2 FAHRTEN Q5XV;4789;496977044733;DE
DEEZEREUROPE NCTE6;5815;PARIS;FR
7KRJNEUKZRXV;4111;TOULOUSE CEDE;FR
AMAZON UK* PC8TQ13Z5;5399;LONDON;GB
PENNY SUEDVIERTEL;5411;AACHEN;DE
PLATTFORM2020 LEBENSM.;5411;BERLIN;DE
O17539800443286310 APP BR;9311;TORINO;IT
CASTORAMA SWARZEDZ;5200;SWARZEDZ;PL
HAPPYTIGER;7995;ID:2829674287;DK
DELIJN##HASH##;4111;DL 89OGI8PD;BE
9C30F ENTS;4899;DUBLIN 4;IE
KOZELSKY CATERING;5811;SION;CH
CRF CONTACT07800;5331;ST GEORGES LE;FR
UZR*ASIA MARKT CITY GM;5499;MUNCHEN;DE
RISE SLEEP - 2794BE17;5734;18478491388;US
EMPRESA MALAGUE A DE T;4111;MALAGA;ES
GOPAY  *SVETPLODU.SK;5499;SVETPLODU.SK;CZ
SPLRU 69 LYO;4111;V25028013886�;FR
AVM I6HCSWXBXTG2MTS;4111;VENEZIA;IT
PAYPAL *ELEGANCE EM EL;5999;35314369001;FR
LIME*PRZEJAZDY: 3 Q4C7;4789;WARSZAWA;PL
OBI ZUGERLAND;5251;SCHAFFHAUSEN;CH
FOODORA_AT_Q1TZ-T5BF;5499;WIEN;AT
1986.0949.2337 AIB_ECO;7995;VALETTA;MT
MAIRIE DE VILLEFRANCHE;9405;VILLEFRANCHE;FR
